FILENAME,SLEEQ_DMOS,BANDING_DMOS,NOISE_DMOS,WIDTH,HEIGHT,SPATIAL_COMPLEXITY,TEMPORAL_COMPLEXITY,CHUNK_COMPLEXITY_VARIATION,COLOR_COMPLEXITY
Gaming_480P-445b,0.149,0.095,0.151,640,480,1.869,0.235,3.842,0.327
Gaming_480P-4560,0.004,0.094,0.263,854,480,2.001,0.33799999999999997,2.1180000000000003,0.5
Gaming_480P-5a5a,0.14400000000000002,0.139,0.123,854,480,0.785,0.382,2.72,0.504
Gaming_480P-61ee,0.883,0.094,[NULL],640,480,4.604,0.071,4.354,2.233
Gaming_480P-626a,0.04,0.094,0.21,856,480,2.127,0.28600000000000003,6.853,0.14800000000000002
Gaming_480P-6491,0.478,0.094,0.167,720,480,2.695,0.693,10.075,0.141
Gaming_480P-6548,0.027000000000000003,0.094,0.44,640,480,1.305,0.47600000000000003,8.947000000000001,0.289
Gaming_480P-6a5a,0.107,0.094,0.006,854,480,1.632,0.08900000000000001,2.92,0.064
Gaming_480P-6c92,0.172,0.43200000000000005,0,864,480,0.5720000000000001,0.57,1.615,0.66
Gaming_480P-6cdc,0.037000000000000005,0.094,0.103,640,480,1.746,0.396,10.397,0.34700000000000003
Gaming_480P-6d1e,0.0,0.096,[NULL],566,480,3.366,0.059000000000000004,0.9790000000000001,0.711
Gaming_480P-6f4b,0.138,0.095,0.15,864,480,1.445,0.273,6.055,0.42700000000000005
Gaming_480P-75f7,0.16,0.094,0,640,480,1.063,0.585,18.345,0.28300000000000003
Gaming_480P-7893,0.08,0.094,0.212,854,480,1.679,0.316,3.0180000000000002,0.05
Gaming_480P-7a08,0.81,0.094,0.1,640,480,4.468999999999999,0.025,1.6480000000000001,0.44299999999999995
Gaming_480P-7ccb,0.039,0.096,0.078,852,480,1.819,0.054000000000000006,0.584,0.159
Gaming_480P-7e76,0.081,0.094,0.439,720,480,1.974,0.521,15.974,0.153
Gaming_720P-0fba,0.0,0.094,0.081,1280,720,2.943,0.242,6.125,0.39799999999999996
Gaming_720P-0fdb,0.05,0.107,0,1280,720,0.318,0.648,8.152000000000001,0.031
Gaming_720P-1035,0.017,0.094,0,1280,720,2.261,0.026000000000000002,1.43,0.452
Gaming_720P-103a,0.034,0.094,0.087,1280,720,3.035,0.225,10.932,0.195
Gaming_720P-1cbb,0.043,0.094,[NULL],1280,720,3.032,0.145,9.988,0.193
Gaming_720P-221d,0.083,0.094,0.382,1280,720,1.037,0.122,1.042,0.09
Gaming_720P-25aa,0.079,0.095,0,1280,720,0.611,0.145,0.736,0.175
Gaming_720P-2dbe,0.099,0.125,0.071,1280,720,1.127,0.27699999999999997,5.513,0.177
Gaming_720P-312f,0.158,0.095,0.209,1280,720,2.7569999999999997,0.544,2.2430000000000003,0.436
Gaming_720P-324d,0.126,0.133,0,3840,720,0.469,0.321,3.963,0.8540000000000001
Gaming_720P-3524,0.114,0.114,0.064,1280,720,0.52,0.53,2.1919999999999997,0.028999999999999998
Gaming_720P-40b2,0.0,0.094,0.125,1280,720,1.905,0.525,5.7410000000000005,0.091
Gaming_720P-469a,0.184,0.094,0.161,1280,720,1.776,0.40399999999999997,3.431,0.16699999999999998
Gaming_720P-4813,0.024,0.094,0.09,1280,720,2.6489999999999996,0.46,3.623,0.073
Gaming_720P-493e,0.013000000000000001,0.267,0.05,1280,720,1.209,0.484,10.642000000000001,0.094
Gaming_720P-4cda,0.0,0.094,[NULL],1280,720,3.299,0.042,1.4280000000000002,0.43700000000000006
Gaming_720P-5973,0.102,0.095,0.026,1280,720,4.334,0.524,12.026,0.331
Gaming_720P-5ba2,0.059000000000000004,0.113,0.094,1280,720,1.874,0.42700000000000005,13.998,0.139
Gaming_720P-6403,0.24600000000000002,0.09699999999999999,0.121,1280,720,1.3619999999999999,0.545,3.846,0.32
Gaming_720P-64b0,0.076,0.094,0.166,1280,720,2.7230000000000003,0.45299999999999996,11.110999999999999,0.39399999999999996
Gaming_720P-6625,0.10800000000000001,0.095,0.006,1280,720,1.182,0.33899999999999997,3.7569999999999997,0.18100000000000002
Gaming_720P-6658,0.302,0.11800000000000001,0.168,1280,720,1.196,0.20800000000000002,2.512,0.44
Gaming_720P-6a45,0.008,0.094,0,1280,720,2.307,0.09699999999999999,5.901,0.47100000000000003
Gaming_720P-7afd,0.05,0.095,0.979,1280,720,0.613,0.53,6.899,0.08199999999999999
HDR_1080P-0d31,0.09300000000000001,0.094,0,1920,1080,0.156,0.513,1.2009999999999998,0.768
HDR_1080P-13eb,0.0,0.094,[NULL],1920,1080,1.642,0.021,0.21,0.657
HDR_1080P-1be2,0.0,0.094,0,1920,1080,0.35700000000000004,0.043,0.638,0.67
HDR_1080P-1e5b,0.0,0.094,0,1920,1080,0.1,0.674,0.317,0.872
HDR_1080P-206d,0.7040000000000001,0.094,0.087,1920,1080,0.9329999999999999,0.255,3.9739999999999998,0.45399999999999996
HDR_1080P-282a,0.0,0.094,0,1920,1080,0.11599999999999999,0.5379999999999999,0.669,0.732
HDR_1080P-2d32,0.009000000000000001,0.094,0.126,1920,1080,0.977,0.257,1.281,0.306
HDR_1080P-3181,0.0,0.094,0,1920,1080,0.022000000000000002,0.061,0.033,1.334
HDR_1080P-33e3,0.022000000000000002,0.094,0,1920,1080,0.579,0.43799999999999994,3.6439999999999997,0.32299999999999995
HDR_1080P-3521,0.006,0.094,0,1920,1080,0.527,0.20800000000000002,2.249,0.5329999999999999
HDR_1080P-35f4,0.006,0.094,0.08,1920,1080,0.46299999999999997,0.379,2.3209999999999997,0.5489999999999999
HDR_1080P-3749,0.057,0.094,0.09,1920,1080,0.7140000000000001,0.494,0.879,0.396
HDR_1080P-3a4a,0.001,0.094,0,1920,1080,0.10400000000000001,0.21,0.221,0.703
HDR_1080P-46a4,0.006,0.094,0,1920,1080,0.059000000000000004,0.396,0.381,0.627
HDR_1080P-49d6,0.0,0.094,0.123,1920,1080,0.6709999999999999,0.039,0.275,0.259
HDR_1080P-4f4a,0.445,0.094,0.072,1920,1080,0.7709999999999999,0.521,1.4380000000000002,0.36
HDR_1080P-548b,0.03,0.094,0.067,1920,1080,0.43,0.381,1.6469999999999998,0.452
HDR_1080P-549e,0.062,0.094,0,1920,1080,0.7440000000000001,0.18600000000000003,1.781,0.42
HDR_1080P-55c4,0.004,0.107,0,1920,1080,0.267,0.16399999999999998,1.7309999999999999,0.75
HDR_1080P-601b,0.046,0.095,0.124,1920,1080,0.40299999999999997,0.33799999999999997,0.8440000000000001,0.316
HDR_1080P-687e,0.017,0.094,0.071,1920,1080,0.316,0.591,2.763,0.6
HDR_1080P-68c8,0.045,0.094,0.141,1920,1080,0.5760000000000001,0.442,1.768,0.10099999999999999
HDR_1080P-69de,0.0,0.094,0.125,1920,1080,1.037,0.266,0.698,0.29600000000000004
HDR_1080P-6eb7,0.02,0.094,0,1920,1080,0.691,0.28800000000000003,1.781,0.413
HDR_1080P-7825,0.012,0.094,0.136,1920,1080,0.935,0.248,0.45299999999999996,0.475
HDR_2160P-06ae,0.0,0.094,0,3840,2160,1.423,0.35100000000000003,0.672,0.263
HDR_2160P-0e7a,0.0,0.094,0,3840,2160,0.008,0.20600000000000002,0.177,0.049
HDR_2160P-15e2,0.026000000000000002,0.094,0,3840,2160,0.41200000000000003,0.39799999999999996,0.374,0.371
HDR_2160P-1743,0.042,0.094,0,3840,2160,0.927,0.511,1.31,0.317
HDR_2160P-1e9e,0.324,0.094,0,3840,2160,0.966,0.022000000000000002,0.066,0.128
HDR_2160P-2a72,0.027000000000000003,0.094,0,3840,2160,1.531,0.49700000000000005,8.28,0.254
HDR_2160P-351f,0.003,0.10400000000000001,0,3840,2160,0.381,0.332,1.065,0.182
HDR_2160P-3663,0.614,0.094,0.118,3840,2160,1.518,0.555,3.57,0.10300000000000001
HDR_2160P-382f,0.006,0.094,0,3840,2160,1.0,0.135,0.266,0.18
HDR_2160P-3bf1,0.009000000000000001,0.094,0.09,3840,2160,0.8909999999999999,0.205,2.099,0.147
HDR_2160P-40ab,0.034,0.094,0.007,3840,2160,0.483,0.21,1.4280000000000002,0.16899999999999998
HDR_2160P-4348,0.009000000000000001,0.11800000000000001,0,3840,2160,0.153,0.371,0.267,0.138
HDR_2160P-4581,0.0,0.094,0.03,3840,2160,0.177,0.255,0.1,0.365
HDR_2160P-4dcd,0.87,0.094,0.096,3840,2160,1.39,0.6459999999999999,3.4760000000000004,0.23399999999999999
HDR_2160P-51ea,0.145,0.094,0,3840,2160,0.564,0.48700000000000004,8.671,0.568
HDR_2160P-5275,0.0,0.094,[NULL],3840,2160,2.73,0.128,0.768,0.616
HDR_2160P-5926,0.01,0.094,0.125,3840,2160,2.565,0.682,17.01,0.5539999999999999
HDR_2160P-5c86,0.023,0.096,0.113,3840,2160,0.6459999999999999,0.14800000000000002,1.157,0.154
HDR_2160P-5cdf,0.0,0.7040000000000001,0,3840,2160,0.187,0.16,0.149,0.095
HDR_2160P-5e25,0.028999999999999998,0.094,0.021,3840,2160,1.024,0.305,1.305,0.265
HDR_2160P-664d,0.022000000000000002,0.094,0.146,3840,2160,0.483,0.639,0.8340000000000001,0.301
HDR_2160P-6c6e,0.032,0.094,0,3840,2160,0.479,0.309,8.055,0.622
HDR_2160P-6ed1,0.314,0.094,0.19,3840,2160,0.953,0.426,7.153,0.244
HDR_2160P-6eeb,0.12300000000000001,0.094,0.14,4096,2160,0.51,0.401,0.047,0.18100000000000002
HDR_2160P-6fa4,0.0,0.094,0,3840,2160,0.643,0.49,8.117,0.608
HDR_2160P-6fab,0.9279999999999999,0.094,0.146,3840,2160,1.9280000000000002,0.7559999999999999,1.4809999999999999,0.34
HDR_2160P-70ca,0.23600000000000002,0.094,0,3840,2160,1.56,0.493,4.143,0.239
HowTo_1080P-0267,0.034,0.095,[NULL],1920,1080,1.003,0.091,4.083,0.07400000000000001
HowTo_1080P-03fd,0.055999999999999994,0.1,0,1920,1080,0.149,0.33299999999999996,0.12,0.065
HowTo_1080P-13aa,0.18,0.094,0.13,1920,1080,1.2770000000000001,0.295,1.074,0.185
HowTo_1080P-1f3b,0.109,0.094,0,1920,1080,1.097,0.026000000000000002,1.252,0.607
HowTo_1080P-36a9,0.162,0.098,0.112,1920,1080,1.7309999999999999,0.20199999999999999,8.965,0.401
HowTo_1080P-4d7b,0.01,0.094,0,1920,1080,2.6439999999999997,0.276,10.259,0.17800000000000002
HowTo_1080P-52bb,0.0,0.094,0,1920,1080,2.536,0.032,1.712,1.298
HowTo_1080P-55d1,0.028999999999999998,0.094,0.172,1920,1080,1.185,0.268,0.419,0.075
HowTo_1080P-63b4,0.21600000000000003,0.094,0,1920,1080,0.8340000000000001,0.125,0.185,0.363
HowTo_1080P-63e4,0.013000000000000001,0.094,0,1920,1080,2.211,0.07200000000000001,5.834,0.134
HowTo_1080P-63ec,0.05,0.318,0,1920,1080,1.6640000000000001,0.155,8.642999999999999,0.135
HowTo_1080P-64f7,0.0,0.094,0.197,1920,1080,1.102,0.15,4.592,0.111
HowTo_1080P-6cbf,0.473,0.105,0,1920,1080,0.67,0.253,8.334,0.48100000000000004
HowTo_1080P-7399,0.998,0.094,0.147,1920,1080,0.616,0.006,0.052000000000000005,0.087
HowTo_1080P-763c,0.205,0.102,0.119,1920,1080,1.426,0.134,4.263999999999999,0.02
HowTo_1080P-7cf2,0.095,0.095,0.111,1920,1080,0.614,0.6409999999999999,2.101,0.062
HowTo_1080P-7f18,0.0,0.133,0,1920,1080,0.924,0.011000000000000001,0.272,0.037000000000000005
HowTo_1080P-7f4c,0.0,0.094,0,1920,1080,0.085,0.013999999999999999,0.028999999999999998,0.036000000000000004
HowTo_360P-041c,0.09,0.094,0,640,360,1.1740000000000002,0.046,0.331,0.44799999999999995
HowTo_360P-0562,0.045,0.099,0.182,640,360,1.861,0.059000000000000004,0.823,0.39799999999999996
HowTo_360P-06be,0.08199999999999999,0.13,0.12,640,360,1.604,0.043,0.47100000000000003,0.067
HowTo_360P-09f8,0.0,0.102,0,640,360,0.98,0.228,13.48,0.589
HowTo_360P-127f,0.0,0.105,0.102,640,360,2.8930000000000002,0.078,2.588,0.319
HowTo_360P-1823,0.24,0.10099999999999999,0.295,640,360,0.9329999999999999,0.49700000000000005,11.049000000000001,0.53
HowTo_360P-18e7,0.0,0.098,0,640,360,0.5489999999999999,0.085,1.149,0.14300000000000002
HowTo_360P-1dba,0.087,0.094,0.589,640,360,1.413,0.368,0.9540000000000001,1.3
HowTo_360P-2074,0.27899999999999997,0.094,0.233,640,360,2.522,0.043,0.633,0.16399999999999998
HowTo_360P-2a3b,0.0,0.098,0.17,640,360,1.006,0.03,1.083,0.281
HowTo_360P-2d35,0.0,0.094,0,640,360,1.2570000000000001,0.004,0.163,0.078
HowTo_360P-2fd5,0.038,0.107,0.273,640,360,0.266,0.475,0.495,1.328
HowTo_360P-3aa6,0.0,0.094,[NULL],640,360,0.652,0.001,0.519,0.0
HowTo_360P-4276,0.008,0.098,0.111,640,360,0.742,0.175,2.031,0.19
HowTo_360P-4e4c,0.095,0.122,[NULL],640,360,1.64,0.038,2.115,0.11
HowTo_360P-55e9,0.106,0.095,0.097,640,360,1.501,0.308,1.5730000000000002,0.183
HowTo_360P-5da7,0.054000000000000006,0.099,0.196,640,360,3.0239999999999996,0.266,3.98,0.14800000000000002
HowTo_360P-6093,0.0,0.095,0.135,640,360,2.495,0.032,0.344,0.47700000000000004
HowTo_360P-6a0e,0.0,0.14300000000000002,0.023,640,360,1.262,0.094,1.765,0.036000000000000004
HowTo_360P-7083,0.09,0.14400000000000002,0.149,640,360,0.708,0.42200000000000004,2.885,0.703
HowTo_360P-7dcd,0.0,0.13699999999999998,0.097,640,360,0.535,0.04,0.8079999999999999,0.077
HowTo_360P-7fb1,0.11699999999999999,0.096,0.162,640,360,1.2209999999999999,0.247,1.923,0.433
HowTo_480P-04f1,0.005,0.094,0.206,640,480,1.6880000000000002,0.525,6.849,0.287
HowTo_480P-0cb3,0.084,0.094,0.906,640,480,1.681,0.609,0.449,0.586
HowTo_480P-0d00,0.0,0.094,0.144,640,480,1.805,0.34600000000000003,3.932,0.001
HowTo_480P-0eb3,0.001,0.096,0.151,848,480,1.165,0.784,5.285,0.483
HowTo_480P-118d,0.0,0.094,1,640,480,0.855,0.873,0.392,0.478
HowTo_480P-15c1,0.034,0.129,0,848,480,1.16,0.289,11.094000000000001,0.312
HowTo_480P-187c,0.151,0.094,0.06,854,480,1.236,0.04,0.20800000000000002,0.435
HowTo_480P-221e,0.0,0.094,0,640,480,2.653,0.001,0.128,0.536
HowTo_480P-2610,0.0,0.258,0,640,480,1.37,0.001,0.36700000000000005,0.086
HowTo_480P-32c9,0.0,0.094,0.021,640,480,0.484,0.006999999999999999,0.049,0.086
HowTo_480P-3435,0.121,0.21899999999999997,0.063,640,480,1.6980000000000002,0.517,6.612,0.34299999999999997
HowTo_480P-4332,0.0,0.12300000000000001,0.12,640,480,1.087,0.102,1.712,0.138
HowTo_480P-470b,0.122,0.132,0.17,640,480,1.361,0.33899999999999997,1.015,0.39399999999999996
HowTo_480P-48ac,0.0,0.10300000000000001,0.05,854,480,2.385,0.29600000000000004,9.986,0.11900000000000001
HowTo_480P-4948,0.0,0.19,0.214,640,480,0.6559999999999999,0.006,0.147,0.157
HowTo_480P-4a28,0.027999999999999997,0.096,0.154,720,480,1.591,0.49,9.49,0.653
HowTo_480P-4b6a,0.0,0.094,0,640,480,1.882,0.001,0.009000000000000001,0.091
HowTo_480P-4c99,0.0,0.109,0.085,850,480,1.62,0.158,5.666,0.040999999999999995
HowTo_480P-56a5,0.022000000000000002,0.094,0.208,640,480,2.9389999999999996,0.46399999999999997,6.631,0.184
HowTo_480P-5a3c,0.11,0.10099999999999999,0.266,854,480,0.387,0.38299999999999995,0.441,0.013000000000000001
HowTo_480P-60b3,0.0,0.15,0,640,480,0.57,0.048,1.165,0.242
HowTo_480P-63a2,0.0,0.094,0.177,720,480,1.475,0.28300000000000003,6.3229999999999995,0.185
HowTo_480P-64a2,0.315,0.125,0.156,854,480,1.507,0.589,9.924,0.535
HowTo_480P-7579,0.139,0.095,0.132,854,480,1.561,0.39299999999999996,1.964,0.188
HowTo_480P-7c11,0.095,0.095,0.176,720,480,1.13,0.48,6.34,0.642
HowTo_720P-017a,0.0,0.175,0,1280,720,0.318,0.013999999999999999,0.342,0.092
HowTo_720P-06eb,0.0,0.094,0,1280,720,0.742,0.002,0.03,0.053
HowTo_720P-0a67,0.03,0.094,0.067,1280,720,2.767,0.16899999999999998,0.855,0.12300000000000001
HowTo_720P-0b01,0.158,0.095,0,1280,720,1.454,0.275,2.347,0.145
HowTo_720P-0c47,0.135,0.099,0.015,1280,720,2.565,0.171,2.439,0.6940000000000001
HowTo_720P-111e,0.231,0.094,0.019,1280,720,0.845,0.615,0.59,0.28600000000000003
HowTo_720P-12f7,0.355,0.095,0.192,1280,720,0.37,0.467,0.512,0.0
HowTo_720P-21c6,0.0,0.094,0.77,1280,720,1.324,0.809,1.661,1.026
HowTo_720P-269e,0.0,0.157,0,1280,720,1.278,0.049,2.7769999999999997,0.45
HowTo_720P-2cc6,0.0,0.33899999999999997,0.096,1280,720,0.517,0.023,0.263,0.077
HowTo_720P-37d0,0.023,0.102,0,1280,720,0.895,0.10800000000000001,5.357,0.365
HowTo_720P-3813,0.0,0.095,[NULL],1280,720,2.378,0.555,12.530999999999999,0.141
HowTo_720P-3a5d,0.0,0.1,0.066,1280,720,1.235,0.301,9.625,0.43200000000000005
HowTo_720P-479b,0.008,0.105,0,1280,720,1.5730000000000002,0.32799999999999996,2.762,0.092
HowTo_720P-483c,0.016,0.094,[NULL],1280,720,2.7910000000000004,0.23399999999999999,6.888999999999999,0.091
HowTo_720P-4d55,0.08,0.094,0.083,1280,720,2.418,0.307,2.05,0.0
HowTo_720P-4d9e,0.0,0.096,0,1280,720,0.585,0.002,0.022000000000000002,0.33299999999999996
HowTo_720P-6323,0.01,0.094,0.135,1280,720,1.314,0.147,0.638,0.09300000000000001
HowTo_720P-6791,0.0,0.094,0,1280,720,1.075,0.29100000000000004,6.513,0.062
HowTo_720P-7782,0.0,0.095,0,1280,720,1.507,0.086,5.544,0.053
HowTo_720P-7878,0.193,0.15,0.032,1280,720,1.063,0.23600000000000002,4.851,0.311
HowTo_720P-7c38,0.015,0.354,0.11,1280,720,2.105,0.063,5.025,0.16399999999999998
Lecture_1080P-011f,0.0,0.47200000000000003,0.074,1440,1080,0.755,0.318,1.4269999999999998,0.085
Lecture_1080P-0201,0.0,0.159,0.058,1920,1080,0.442,0.22,7.928,0.185
Lecture_1080P-0c8a,0.0,0.094,0.129,1920,1080,0.518,0.145,0.067,0.297
Lecture_1080P-1709,0.0,0.094,0,1920,1080,0.109,0.4,0.036000000000000004,0.0
Lecture_1080P-1969,0.0,0.094,0,1920,1080,1.171,0.013000000000000001,0.09300000000000001,0.084
Lecture_1080P-1b5f,0.067,0.10099999999999999,0.085,1920,1080,0.7170000000000001,0.099,0.102,0.265
Lecture_1080P-1daf,0.0,0.094,0.175,1440,1080,0.703,0.21,2.7939999999999996,0.17600000000000002
Lecture_1080P-238b,0.075,0.41600000000000004,0,1920,1080,0.47200000000000003,0.655,4.279,0.332
Lecture_1080P-280a,0.297,0.135,0.063,1920,1080,0.759,0.853,1.026,0.086
Lecture_1080P-2b11,0.0,0.094,0.434,1920,1080,1.751,0.127,4.382,0.16699999999999998
Lecture_1080P-3077,0.0,0.094,0.097,1920,1080,0.55,0.209,4.7219999999999995,0.496
Lecture_1080P-3ce0,0.0,0.094,[NULL],1920,1080,1.444,0.17,0.252,0.282
Lecture_1080P-3cf3,0.0,0.094,0.119,1920,1080,1.011,0.043,2.002,0.179
Lecture_1080P-3dc4,0.02,0.099,0.172,1920,1080,0.649,0.59,5.893,0.361
Lecture_1080P-412e,0.026000000000000002,0.094,0.115,1920,1080,0.8220000000000001,0.573,1.9380000000000002,0.19
Lecture_1080P-454c,0.038,0.095,0.101,1440,1080,0.6759999999999999,0.308,0.257,0.395
Lecture_1080P-4991,0.0,0.094,0,1438,1080,0.17300000000000001,0.304,0.742,0.0
Lecture_1080P-5083,0.35700000000000004,0.094,0.507,1920,1080,0.6809999999999999,0.7859999999999999,0.161,0.057
Lecture_1080P-50a2,0.38299999999999995,0.094,0.66,1920,1080,0.6920000000000001,0.89,0.20600000000000002,0.069
Lecture_1080P-51b8,0.363,0.217,0,1920,1080,0.552,0.636,2.015,0.133
Lecture_1080P-547b,0.0,0.096,0.046,1920,1080,0.531,0.254,1.899,0.39399999999999996
Lecture_1080P-5d58,0.0,0.094,0.145,1440,1080,0.8959999999999999,0.136,0.284,0.138
Lecture_1080P-6089,0.41600000000000004,0.094,0.231,1920,1080,0.73,0.626,2.719,0.073
Lecture_1080P-73d5,0.0,0.094,0,1920,1080,0.53,0.355,0.16,0.091
Lecture_360P-03bc,0.005,0.106,0.071,640,360,1.331,0.085,1.95,0.07
Lecture_360P-051a,0.0,0.54,0.134,480,360,1.2919999999999998,0.005,0.069,0.166
Lecture_360P-114f,0.005,0.094,0.806,640,360,1.222,0.078,1.935,0.162
Lecture_360P-20c3,0.01,0.094,0.275,640,360,1.194,0.06,1.2209999999999999,0.077
Lecture_360P-2276,0.0,0.094,[NULL],640,360,1.499,0.055999999999999994,2.623,0.301
Lecture_360P-27db,0.033,0.129,0.074,640,360,0.9390000000000001,0.109,1.932,0.095
Lecture_360P-2c55,0.0,0.147,0.001,640,360,0.336,0.27,1.173,0.17600000000000002
Lecture_360P-2d1f,0.0,0.095,0.046,640,360,0.9209999999999999,0.05,0.429,0.32
Lecture_360P-30eb,0.152,0.23199999999999998,0.248,640,360,1.214,0.159,3.1319999999999997,0.475
Lecture_360P-311d,0.025,0.10400000000000001,[NULL],640,360,1.9140000000000001,0.08,4.612,0.46399999999999997
Lecture_360P-3590,0.0,0.305,0.132,640,360,2.543,0.26899999999999996,16.729,0.606
Lecture_360P-44c2,0.075,0.3,0.149,640,360,0.688,0.316,0.698,0.875
Lecture_360P-4bb4,0.0,0.094,0.367,640,360,1.7730000000000001,0.057999999999999996,2.024,0.392
Lecture_360P-4f00,0.059000000000000004,0.16,0.128,640,360,0.851,0.133,1.9369999999999998,0.153
Lecture_360P-506c,0.003,0.094,0.269,640,360,1.168,0.049,0.561,0.067
Lecture_360P-5594,0.0,0.10099999999999999,0.107,640,360,2.734,0.14800000000000002,1.893,0.433
Lecture_360P-5779,0.0,0.14800000000000002,0,540,360,1.291,0.003,0.12,0.0
Lecture_360P-5aea,0.19699999999999998,0.467,0.093,640,360,0.6940000000000001,0.17600000000000002,4.047,0.603
Lecture_360P-5d0a,0.098,0.258,0.209,640,360,1.036,0.306,5.9879999999999995,0.615
Lecture_360P-6656,0.016,0.165,0.182,640,360,0.598,0.23399999999999999,4.244,0.182
Lecture_360P-6702,0.019,0.165,0.143,640,360,0.765,0.188,2.88,0.361
Lecture_360P-6d29,0.006,0.292,0.126,640,360,1.111,0.10800000000000001,4.7219999999999995,0.304
Lecture_360P-7550,0.0,0.095,0.077,640,360,0.997,0.149,2.0,0.18100000000000002
Lecture_360P-7a57,0.0,0.326,0.601,640,360,0.768,0.132,1.996,0.42
Lecture_360P-7f7e,0.01,0.094,0.203,640,360,2.479,0.079,4.052,0.519
Lecture_480P-02f2,0.016,0.27899999999999997,0.066,720,480,0.5429999999999999,0.2,2.7,0.371
Lecture_480P-11df,0.018000000000000002,0.165,0.15,720,480,0.9490000000000001,0.38299999999999995,5.261,0.111
Lecture_480P-181a,0.04,0.09699999999999999,0.848,640,480,1.102,0.5589999999999999,0.636,1.121
Lecture_480P-1ec3,0.0,0.094,0,720,480,1.021,0.005,0.315,0.125
Lecture_480P-2513,0.062,0.094,0.51,640,480,1.9369999999999998,0.209,3.08,0.18899999999999997
Lecture_480P-2655,0.001,0.094,0.172,640,480,1.618,0.523,5.609,0.498
Lecture_480P-2ed0,0.147,0.094,0.201,640,480,0.19899999999999998,0.48700000000000004,1.4169999999999998,0.768
Lecture_480P-369f,0.0,0.368,0.059,856,480,0.8959999999999999,0.06,2.286,0.17600000000000002
Lecture_480P-3bdc,0.0,0.094,0,640,480,2.052,0.001,0.099,0.065
Lecture_480P-41b7,0.0,0.094,0,640,480,2.1,0.061,7.558,0.737
Lecture_480P-4272,0.0,0.115,0.031,640,480,0.922,0.006,0.079,0.052000000000000005
Lecture_480P-42c3,0.0,0.109,0.101,638,480,1.9980000000000002,0.003,0.532,0.41600000000000004
Lecture_480P-4bc3,0.023,0.094,0.18,854,480,2.138,0.29,2.188,0.36200000000000004
Lecture_480P-4c86,0.013000000000000001,0.094,0.823,720,480,1.5130000000000001,0.517,5.292999999999999,0.257
Lecture_480P-5aee,0.022000000000000002,0.094,1,352,480,1.969,0.47200000000000003,2.627,0.435
Lecture_480P-5cd7,0.048,0.09699999999999999,0.102,720,480,1.849,0.256,5.0569999999999995,0.34
Lecture_480P-5f3a,0.037000000000000005,0.094,0.868,352,480,1.804,0.541,6.29,0.48200000000000004
Lecture_480P-6191,0.043,0.11900000000000001,0,640,480,0.826,0.292,5.886,0.381
Lecture_480P-6b1e,0.0,0.094,0,640,480,0.7859999999999999,0.001,0.002,0.006999999999999999
Lecture_480P-71c0,0.0,0.27899999999999997,0.154,640,480,1.225,0.31,5.992000000000001,0.191
Lecture_480P-71d6,0.0,0.094,0,640,480,1.8530000000000002,0.09,8.652999999999999,0.675
Lecture_480P-7205,0.067,0.13,0,640,480,0.8420000000000001,0.256,5.872000000000001,0.395
Lecture_480P-73f6,0.0,0.162,0.149,640,480,0.5870000000000001,0.39299999999999996,0.449,0.054000000000000006
Lecture_480P-74cf,0.034,0.094,0.133,720,480,0.9159999999999999,0.263,3.844,0.38299999999999995
Lecture_480P-74ea,0.0,0.094,0.128,640,480,1.068,0.156,0.65,0.966
Lecture_480P-7d77,0.12,0.094,0.143,640,480,1.287,0.193,3.263,0.14800000000000002
Lecture_480P-7e55,0.0,0.094,0,642,480,1.3430000000000002,0.062,4.253,0.063
Lecture_480P-7eec,0.024,0.09699999999999999,0,854,480,0.565,0.205,1.073,0.391
Lecture_720P-003a,0.0,0.094,0.102,1280,720,0.992,0.225,1.2,0.36700000000000005
Lecture_720P-07e0,0.013000000000000001,0.094,0.215,1280,720,1.107,0.358,2.475,0.617
Lecture_720P-094d,0.307,0.094,0.395,1280,720,1.196,0.327,0.511,0.231
Lecture_720P-0f64,0.027000000000000003,0.115,0.125,1280,720,1.093,0.131,2.72,0.524
Lecture_720P-1033,0.14400000000000002,0.107,0,1280,720,0.52,0.456,3.839,0.107
Lecture_720P-10bc,0.0,0.095,0.068,1280,720,0.6609999999999999,0.46,0.8079999999999999,0.306
Lecture_720P-11e7,0.135,0.094,0.223,1280,720,0.893,0.51,1.218,0.8029999999999999
Lecture_720P-1e62,0.005,0.094,0.863,1280,720,1.0390000000000001,0.386,5.039,0.5660000000000001
Lecture_720P-1f22,0.0,0.508,0,1280,720,1.78,0.07,4.913,0.406
Lecture_720P-2442,0.0,0.18600000000000003,0,1280,720,0.924,0.013999999999999999,0.10300000000000001,0.11199999999999999
Lecture_720P-26df,0.0,0.196,0,1280,720,0.626,0.01,0.098,0.07200000000000001
Lecture_720P-2b0f,0.0,0.094,0,1152,720,0.47700000000000004,0.002,0.023,0.152
Lecture_720P-2f38,0.0,0.136,0,1280,720,1.722,0.063,1.6369999999999998,0.071
Lecture_720P-2f8c,0.01,0.102,0.076,1280,720,1.601,0.095,0.45399999999999996,0.076
Lecture_720P-3b7f,0.062,0.094,0.983,1280,720,0.93,0.316,0.299,0.09699999999999999
Lecture_720P-3f9f,0.003,0.094,[NULL],956,720,1.399,0.228,6.676,0.052000000000000005
