FILENAME,category,resolution,# subjects,MOS full,MOS chunk00,MOS chunk05,MOS chunk10,std full,std chunk00,std chunk05,std chunk10,SLEEQ_DMOS,BANDING_DMOS,NOISE_DMOS,WIDTH,HEIGHT,SPATIAL_COMPLEXITY,TEMPORAL_COMPLEXITY,CHUNK_COMPLEXITY_VARIATION,COLOR_COMPLEXITY
Gaming_360P-7975,Gaming,360,127,2.761,2.705,2.6719999999999997,2.342,0.665,0.6679999999999999,0.5710000000000001,0.527,0.065,0.094,0.973,640.0,360.0,1.636,0.257,11.16,0.321
Gaming_360P-7acb,Gaming,360,106,3.0589999999999997,2.9810000000000003,2.8110000000000004,2.783,0.6,0.629,0.602,0.601,0.002,0.172,0,640.0,360.0,0.679,0.519,6.584,0.018000000000000002
Gaming_480P-0109,Gaming,480,118,2.436,2.406,2.536,2.468,0.585,0.51,0.518,0.55,0.109,0.105,0.09,640.0,480.0,0.775,0.309,1.364,0.185
Gaming_480P-062e,Gaming,480,116,3.435,3.178,3.122,3.0989999999999998,0.531,0.562,0.584,0.6679999999999999,0.115,0.122,0.104,720.0,480.0,0.5529999999999999,0.35700000000000004,2.454,0.182
Gaming_480P-09ab,Gaming,480,128,3.795,3.747,3.8289999999999997,3.78,0.5670000000000001,0.5710000000000001,0.552,0.511,0.0,0.094,0,848.0,480.0,3.8689999999999998,0.608,10.082,0.632
Gaming_480P-0a03,Gaming,480,124,2.676,2.1630000000000003,2.171,2.202,0.7490000000000001,0.743,0.563,0.7440000000000001,0.039,0.094,0.131,720.0,480.0,2.365,0.64,7.775,0.193
Gaming_480P-0a30,Gaming,480,105,2.661,2.325,2.378,2.396,0.723,0.506,0.562,0.598,0.39399999999999996,0.094,0.24,640.0,480.0,1.2690000000000001,0.644,1.486,0.434
Gaming_480P-0d23,Gaming,480,113,3.466,3.3480000000000003,3.272,3.133,0.583,0.565,0.677,0.71,0.157,0.094,0.098,640.0,480.0,3.236,0.7190000000000001,8.254,0.509
Gaming_480P-0dbc,Gaming,480,114,2.9730000000000003,2.8510000000000004,2.968,2.938,0.611,0.57,0.616,0.61,0.633,0.094,0.213,720.0,480.0,2.6889999999999996,0.723,6.607,0.546
Gaming_480P-14fc,Gaming,480,124,3.822,3.725,3.8089999999999997,3.812,0.503,0.593,0.46399999999999997,0.496,0.147,0.098,0.098,854.0,480.0,1.621,0.358,6.19,0.087
Gaming_480P-1542,Gaming,480,104,2.7760000000000002,2.494,2.5780000000000003,2.591,0.657,0.593,0.565,0.613,0.048,0.095,0.211,854.0,480.0,1.726,0.502,6.184,0.156
Gaming_480P-20ca,Gaming,480,117,2.891,2.752,2.73,2.533,0.731,0.659,0.6829999999999999,0.55,0.035,0.094,0.61,720.0,480.0,1.776,0.703,8.644,0.28
Gaming_480P-2cfc,Gaming,480,119,3.9610000000000003,3.766,3.8360000000000003,3.9019999999999997,0.491,0.491,0.44,0.506,,,,,,,,,
Gaming_480P-2d1b,Gaming,480,125,3.948,4.027,3.773,3.702,0.43200000000000005,0.368,0.447,0.379,,,,,,,,,
Gaming_480P-3888,Gaming,480,121,3.464,3.56,3.516,3.713,0.563,0.502,0.446,0.505,,,,,,,,,
Gaming_480P-3a44,Gaming,480,112,3.043,2.862,2.951,2.9819999999999998,0.607,0.65,0.6509999999999999,0.618,0.047,0.098,0.125,720.0,480.0,2.339,0.431,13.595999999999998,0.616
Gaming_480P-445b,Gaming,480,106,3.714,3.786,3.7960000000000003,3.648,0.523,0.47600000000000003,0.505,0.504,0.149,0.095,0.151,640.0,480.0,1.869,0.235,3.842,0.327
Gaming_480P-4560,Gaming,480,114,3.904,3.82,3.8989999999999996,3.89,0.527,0.489,0.535,0.478,0.004,0.094,0.263,854.0,480.0,2.001,0.33799999999999997,2.1180000000000003,0.5
Gaming_480P-5a5a,Gaming,480,130,3.478,3.1710000000000003,3.298,3.515,0.583,0.733,0.667,0.598,0.14400000000000002,0.139,0.123,854.0,480.0,0.785,0.382,2.72,0.504
Gaming_480P-61ee,Gaming,480,115,3.6310000000000002,3.435,3.46,3.24,0.503,0.491,0.502,0.667,0.883,0.094,[NULL],640.0,480.0,4.604,0.071,4.354,2.233
Gaming_480P-626a,Gaming,480,122,3.786,3.701,3.498,3.633,0.498,0.48,0.52,0.505,0.04,0.094,0.21,856.0,480.0,2.127,0.28600000000000003,6.853,0.14800000000000002
Gaming_480P-6491,Gaming,480,122,3.013,2.827,2.937,3.113,0.695,0.675,0.5870000000000001,0.616,0.478,0.094,0.167,720.0,480.0,2.695,0.693,10.075,0.141
Gaming_480P-6548,Gaming,480,126,2.8710000000000004,2.39,2.17,2.924,0.727,0.731,0.7390000000000001,0.696,0.027000000000000003,0.094,0.44,640.0,480.0,1.305,0.47600000000000003,8.947000000000001,0.289
Gaming_480P-6a5a,Gaming,480,124,3.468,3.343,3.26,3.425,0.512,0.545,0.6679999999999999,0.5329999999999999,0.107,0.094,0.006,854.0,480.0,1.632,0.08900000000000001,2.92,0.064
Gaming_480P-6c92,Gaming,480,140,2.3480000000000003,1.9680000000000002,2.094,2.292,0.899,0.6729999999999999,0.727,0.551,0.172,0.43200000000000005,0,864.0,480.0,0.5720000000000001,0.57,1.615,0.66
Gaming_480P-6cdc,Gaming,480,127,2.425,2.23,2.162,2.463,0.527,0.484,0.493,0.504,0.037000000000000005,0.094,0.103,640.0,480.0,1.746,0.396,10.397,0.34700000000000003
Gaming_480P-6d1e,Gaming,480,117,2.674,2.403,2.475,2.4459999999999997,0.632,0.522,0.621,0.578,0.0,0.096,[NULL],566.0,480.0,3.366,0.059000000000000004,0.9790000000000001,0.711
Gaming_480P-6f4b,Gaming,480,120,3.67,3.588,3.509,3.603,0.494,0.537,0.53,0.493,0.138,0.095,0.15,864.0,480.0,1.445,0.273,6.055,0.42700000000000005
Gaming_480P-75f7,Gaming,480,127,2.798,2.5839999999999996,2.906,2.943,0.728,0.737,0.6629999999999999,0.6629999999999999,0.16,0.094,0,640.0,480.0,1.063,0.585,18.345,0.28300000000000003
Gaming_480P-7893,Gaming,480,105,2.761,2.688,2.864,2.52,0.551,0.757,0.594,0.524,0.08,0.094,0.212,854.0,480.0,1.679,0.316,3.0180000000000002,0.05
Gaming_480P-7a08,Gaming,480,128,3.792,3.653,3.5060000000000002,3.65,0.5670000000000001,0.595,0.721,0.563,0.81,0.094,0.1,640.0,480.0,4.468999999999999,0.025,1.6480000000000001,0.44299999999999995
Gaming_480P-7ccb,Gaming,480,118,3.5810000000000004,3.339,3.51,3.533,0.506,0.5429999999999999,0.508,0.544,0.039,0.096,0.078,852.0,480.0,1.819,0.054000000000000006,0.584,0.159
Gaming_480P-7e76,Gaming,480,117,2.397,1.9069999999999998,2.191,1.9980000000000002,0.695,0.708,0.557,0.621,0.081,0.094,0.439,720.0,480.0,1.974,0.521,15.974,0.153
Gaming_720P-0fba,Gaming,720,120,4.0889999999999995,3.752,3.715,3.803,0.61,0.52,0.49200000000000005,0.563,0.0,0.094,0.081,1280.0,720.0,2.943,0.242,6.125,0.39799999999999996
Gaming_720P-0fdb,Gaming,720,115,3.263,2.91,3.071,3.26,0.6890000000000001,0.7659999999999999,0.728,0.6809999999999999,0.05,0.107,0,1280.0,720.0,0.318,0.648,8.152000000000001,0.031
Gaming_720P-1035,Gaming,720,137,3.6830000000000003,3.708,3.6460000000000004,3.58,0.499,0.5820000000000001,0.5,0.58,0.017,0.094,0,1280.0,720.0,2.261,0.026000000000000002,1.43,0.452
Gaming_720P-103a,Gaming,720,127,4.056,3.944,4.004,3.983,0.61,0.488,0.414,0.501,0.034,0.094,0.087,1280.0,720.0,3.035,0.225,10.932,0.195
Gaming_720P-1cbb,Gaming,720,124,4.01,3.89,4.096,3.927,0.5329999999999999,0.537,0.568,0.5,0.043,0.094,[NULL],1280.0,720.0,3.032,0.145,9.988,0.193
Gaming_720P-221d,Gaming,720,135,3.252,3.168,3.1510000000000002,3.214,0.66,0.639,0.6659999999999999,0.629,0.083,0.094,0.382,1280.0,720.0,1.037,0.122,1.042,0.09
Gaming_720P-25aa,Gaming,720,127,2.952,2.8680000000000003,2.861,2.858,0.8859999999999999,0.792,0.773,0.851,0.079,0.095,0,1280.0,720.0,0.611,0.145,0.736,0.175
Gaming_720P-2dbe,Gaming,720,138,4.327,4.242,4.21,4.1160000000000005,0.489,0.615,0.564,0.605,0.099,0.125,0.071,1280.0,720.0,1.127,0.27699999999999997,5.513,0.177
Gaming_720P-312f,Gaming,720,125,3.826,3.7910000000000004,3.761,3.7089999999999996,0.5,0.545,0.541,0.512,0.158,0.095,0.209,1280.0,720.0,2.7569999999999997,0.544,2.2430000000000003,0.436
Gaming_720P-324d,Gaming,720,113,3.145,2.468,2.972,2.865,0.843,0.9990000000000001,0.805,0.877,0.126,0.133,0,3840.0,720.0,0.469,0.321,3.963,0.8540000000000001
Gaming_720P-3524,Gaming,720,114,3.11,2.93,2.445,2.161,0.728,0.835,0.725,0.8140000000000001,0.114,0.114,0.064,1280.0,720.0,0.52,0.53,2.1919999999999997,0.028999999999999998
Gaming_720P-40b2,Gaming,720,124,3.855,3.9139999999999997,3.841,3.7310000000000003,0.435,0.516,0.546,0.48,0.0,0.094,0.125,1280.0,720.0,1.905,0.525,5.7410000000000005,0.091
Gaming_720P-469a,Gaming,720,143,4.124,4.2010000000000005,3.977,3.917,0.575,0.52,0.5529999999999999,0.475,0.184,0.094,0.161,1280.0,720.0,1.776,0.40399999999999997,3.431,0.16699999999999998
Gaming_720P-4813,Gaming,720,109,4.29,4.144,4.0889999999999995,3.908,0.433,0.526,0.434,0.569,0.024,0.094,0.09,1280.0,720.0,2.6489999999999996,0.46,3.623,0.073
Gaming_720P-493e,Gaming,720,113,3.5669999999999997,3.701,3.676,3.247,0.565,0.639,0.92,0.733,0.013000000000000001,0.267,0.05,1280.0,720.0,1.209,0.484,10.642000000000001,0.094
Gaming_720P-4cda,Gaming,720,122,3.62,3.446,3.593,3.445,0.512,0.574,0.505,0.465,0.0,0.094,[NULL],1280.0,720.0,3.299,0.042,1.4280000000000002,0.43700000000000006
Gaming_720P-5973,Gaming,720,123,4.067,4.104,4.096,4.063,0.474,0.628,0.642,0.613,0.102,0.095,0.026,1280.0,720.0,4.334,0.524,12.026,0.331
Gaming_720P-5ba2,Gaming,720,107,4.281000000000001,4.275,4.35,4.303999999999999,0.564,0.441,0.46799999999999997,0.49200000000000005,0.059000000000000004,0.113,0.094,1280.0,720.0,1.874,0.42700000000000005,13.998,0.139
Gaming_720P-6403,Gaming,720,121,4.023,3.955,4.31,3.9339999999999997,0.445,0.517,0.493,0.526,0.24600000000000002,0.09699999999999999,0.121,1280.0,720.0,1.3619999999999999,0.545,3.846,0.32
Gaming_720P-64b0,Gaming,720,108,4.396,4.285,4.3839999999999995,4.44,0.48,0.511,0.483,0.48,0.076,0.094,0.166,1280.0,720.0,2.7230000000000003,0.45299999999999996,11.110999999999999,0.39399999999999996
Gaming_720P-6625,Gaming,720,120,3.813,3.537,4.055,3.7110000000000003,0.47600000000000003,0.7490000000000001,0.6629999999999999,0.607,0.10800000000000001,0.095,0.006,1280.0,720.0,1.182,0.33899999999999997,3.7569999999999997,0.18100000000000002
Gaming_720P-6658,Gaming,720,123,3.715,3.721,3.488,3.4210000000000003,0.498,0.5479999999999999,0.43700000000000006,0.46799999999999997,0.302,0.11800000000000001,0.168,1280.0,720.0,1.196,0.20800000000000002,2.512,0.44
Gaming_720P-6a45,Gaming,720,120,3.967,4.093999999999999,4.1339999999999995,3.963,0.532,0.621,0.604,0.47600000000000003,0.008,0.094,0,1280.0,720.0,2.307,0.09699999999999999,5.901,0.47100000000000003
Gaming_720P-7afd,Gaming,720,125,2.4859999999999998,2.283,2.722,2.602,0.755,0.637,0.588,0.541,0.05,0.095,0.979,1280.0,720.0,0.613,0.53,6.899,0.08199999999999999
HDR_1080P-0d31,HDR,1080,139,4.373,4.072,3.888,3.69,0.507,0.521,0.512,0.49,0.09300000000000001,0.094,0,1920.0,1080.0,0.156,0.513,1.2009999999999998,0.768
HDR_1080P-13eb,HDR,1080,125,3.761,3.642,3.747,3.658,0.484,0.607,0.757,0.546,0.0,0.094,[NULL],1920.0,1080.0,1.642,0.021,0.21,0.657
HDR_1080P-1be2,HDR,1080,122,3.7560000000000002,4.021,3.658,3.696,0.495,0.642,0.547,0.55,0.0,0.094,0,1920.0,1080.0,0.35700000000000004,0.043,0.638,0.67
HDR_1080P-1e5b,HDR,1080,128,1.242,1.24,1.238,1.206,0.431,0.376,0.413,0.32299999999999995,0.0,0.094,0,1920.0,1080.0,0.1,0.674,0.317,0.872
HDR_1080P-206d,HDR,1080,109,3.7910000000000004,3.563,3.978,3.885,0.5760000000000001,0.8390000000000001,0.706,0.573,0.7040000000000001,0.094,0.087,1920.0,1080.0,0.9329999999999999,0.255,3.9739999999999998,0.45399999999999996
HDR_1080P-282a,HDR,1080,117,4.038,3.5780000000000003,3.94,4.324,0.512,0.638,0.5539999999999999,0.518,0.0,0.094,0,1920.0,1080.0,0.11599999999999999,0.5379999999999999,0.669,0.732
HDR_1080P-2d32,HDR,1080,141,4.503,4.48,4.348,4.551,0.488,0.43700000000000006,0.591,0.49200000000000005,0.009000000000000001,0.094,0.126,1920.0,1080.0,0.977,0.257,1.281,0.306
HDR_1080P-3181,HDR,1080,114,3.7769999999999997,3.763,3.4019999999999997,3.3810000000000002,0.594,0.54,0.7120000000000001,0.742,0.0,0.094,0,1920.0,1080.0,0.022000000000000002,0.061,0.033,1.334
HDR_1080P-33e3,HDR,1080,141,4.45,4.4510000000000005,4.272,4.1610000000000005,0.467,0.44299999999999995,0.528,0.57,0.022000000000000002,0.094,0,1920.0,1080.0,0.579,0.43799999999999994,3.6439999999999997,0.32299999999999995
HDR_1080P-3521,HDR,1080,132,3.895,4.15,4.195,4.185,0.495,0.574,0.534,0.61,0.006,0.094,0,1920.0,1080.0,0.527,0.20800000000000002,2.249,0.5329999999999999
HDR_1080P-35f4,HDR,1080,125,4.16,4.051,3.9539999999999997,3.96,0.6,0.618,0.5579999999999999,0.529,0.006,0.094,0.08,1920.0,1080.0,0.46299999999999997,0.379,2.3209999999999997,0.5489999999999999
HDR_1080P-3749,HDR,1080,131,4.08,3.949,4.015,3.89,0.5870000000000001,0.47,0.55,0.523,0.057,0.094,0.09,1920.0,1080.0,0.7140000000000001,0.494,0.879,0.396
HDR_1080P-3a4a,HDR,1080,127,3.824,3.9210000000000003,3.6639999999999997,3.8939999999999997,0.43799999999999994,0.38799999999999996,0.539,0.535,0.001,0.094,0,1920.0,1080.0,0.10400000000000001,0.21,0.221,0.703
HDR_1080P-46a4,HDR,1080,122,3.582,3.667,3.3760000000000003,3.432,0.728,0.755,0.76,0.8,0.006,0.094,0,1920.0,1080.0,0.059000000000000004,0.396,0.381,0.627
HDR_1080P-49d6,HDR,1080,148,4.5889999999999995,4.675,4.63,4.6610000000000005,0.395,0.391,0.418,0.396,0.0,0.094,0.123,1920.0,1080.0,0.6709999999999999,0.039,0.275,0.259
HDR_1080P-4f4a,HDR,1080,125,3.51,3.4330000000000003,3.298,3.4739999999999998,0.838,0.765,0.7959999999999999,0.764,0.445,0.094,0.072,1920.0,1080.0,0.7709999999999999,0.521,1.4380000000000002,0.36
HDR_1080P-548b,HDR,1080,130,4.626,4.763,4.695,4.699,0.41200000000000003,0.348,0.376,0.37,0.03,0.094,0.067,1920.0,1080.0,0.43,0.381,1.6469999999999998,0.452
HDR_1080P-549e,HDR,1080,127,4.064,3.946,3.904,3.968,0.633,0.568,0.598,0.49200000000000005,0.062,0.094,0,1920.0,1080.0,0.7440000000000001,0.18600000000000003,1.781,0.42
HDR_1080P-55c4,HDR,1080,124,4.106,3.2760000000000002,4.378,4.421,0.584,0.94,0.5920000000000001,0.47700000000000004,0.004,0.107,0,1920.0,1080.0,0.267,0.16399999999999998,1.7309999999999999,0.75
HDR_1080P-601b,HDR,1080,129,4.3180000000000005,4.357,4.234,4.438,0.578,0.46399999999999997,0.648,0.53,0.046,0.095,0.124,1920.0,1080.0,0.40299999999999997,0.33799999999999997,0.8440000000000001,0.316
HDR_1080P-687e,HDR,1080,134,2.6289999999999996,3.841,2.287,1.2830000000000001,1.093,0.541,1.005,0.47100000000000003,0.017,0.094,0.071,1920.0,1080.0,0.316,0.591,2.763,0.6
HDR_1080P-68c8,HDR,1080,124,3.804,3.6830000000000003,3.7439999999999998,3.7739999999999996,0.648,0.605,0.622,0.591,0.045,0.094,0.141,1920.0,1080.0,0.5760000000000001,0.442,1.768,0.10099999999999999
HDR_1080P-69de,HDR,1080,124,4.181,4.005,4.005,4.087,0.488,0.40399999999999997,0.41,0.385,0.0,0.094,0.125,1920.0,1080.0,1.037,0.266,0.698,0.29600000000000004
HDR_1080P-6eb7,HDR,1080,134,4.046,3.8110000000000004,3.877,3.7939999999999996,0.63,0.455,0.478,0.47100000000000003,0.02,0.094,0,1920.0,1080.0,0.691,0.28800000000000003,1.781,0.413
HDR_1080P-7825,HDR,1080,118,4.513999999999999,4.498,4.46,4.455,0.45299999999999996,0.43200000000000005,0.413,0.424,0.012,0.094,0.136,1920.0,1080.0,0.935,0.248,0.45299999999999996,0.475
HDR_2160P-06ae,HDR,2160,130,4.474,4.4319999999999995,4.382,4.3839999999999995,0.552,0.604,0.59,0.618,0.0,0.094,0,3840.0,2160.0,1.423,0.35100000000000003,0.672,0.263
HDR_2160P-0e7a,HDR,2160,112,2.322,2.636,2.475,2.1630000000000003,1.1320000000000001,1.166,1.147,1.03,0.0,0.094,0,3840.0,2160.0,0.008,0.20600000000000002,0.177,0.049
HDR_2160P-15e2,HDR,2160,104,4.191,4.155,4.143,4.243,0.621,0.644,0.61,0.591,0.026000000000000002,0.094,0,3840.0,2160.0,0.41200000000000003,0.39799999999999996,0.374,0.371
HDR_2160P-1743,HDR,2160,142,4.254,3.9539999999999997,3.9189999999999996,3.8539999999999996,0.536,0.623,0.7340000000000001,0.496,0.042,0.094,0,3840.0,2160.0,0.927,0.511,1.31,0.317
HDR_2160P-1e9e,HDR,2160,132,4.356,4.385,4.441,4.458,0.479,0.6,0.501,0.508,0.324,0.094,0,3840.0,2160.0,0.966,0.022000000000000002,0.066,0.128
HDR_2160P-2a72,HDR,2160,138,4.113,4.023,3.846,4.0760000000000005,0.733,0.757,0.639,0.711,0.027000000000000003,0.094,0,3840.0,2160.0,1.531,0.49700000000000005,8.28,0.254
HDR_2160P-351f,HDR,2160,106,4.323,4.376,4.285,4.296,0.61,0.621,0.634,0.62,0.003,0.10400000000000001,0,3840.0,2160.0,0.381,0.332,1.065,0.182
HDR_2160P-3663,HDR,2160,110,4.34,4.349,4.158,4.356,0.7,0.6,0.8490000000000001,0.6829999999999999,0.614,0.094,0.118,3840.0,2160.0,1.518,0.555,3.57,0.10300000000000001
HDR_2160P-382f,HDR,2160,136,4.309,4.328,4.327,4.364,0.705,0.59,0.573,0.609,0.006,0.094,0,3840.0,2160.0,1.0,0.135,0.266,0.18
HDR_2160P-3bf1,HDR,2160,127,4.544,4.529,4.354,4.57,0.494,0.493,0.6679999999999999,0.46299999999999997,0.009000000000000001,0.094,0.09,3840.0,2160.0,0.8909999999999999,0.205,2.099,0.147
HDR_2160P-40ab,HDR,2160,132,4.105,4.113,4.06,4.127,0.611,0.5770000000000001,0.705,0.695,0.034,0.094,0.007,3840.0,2160.0,0.483,0.21,1.4280000000000002,0.16899999999999998
HDR_2160P-4348,HDR,2160,118,4.466,4.351,4.3580000000000005,4.4030000000000005,0.475,0.535,0.5720000000000001,0.605,0.009000000000000001,0.11800000000000001,0,3840.0,2160.0,0.153,0.371,0.267,0.138
HDR_2160P-4581,HDR,2160,118,3.9789999999999996,4.132,4.091,3.87,0.515,0.603,0.6509999999999999,0.608,0.0,0.094,0.03,3840.0,2160.0,0.177,0.255,0.1,0.365
HDR_2160P-4d03,HDR,2160,130,4.203,4.321000000000001,4.129,3.935,0.601,0.632,0.677,0.6,,,,,,,,,
HDR_2160P-4dcd,HDR,2160,124,3.763,3.608,3.465,3.65,0.652,0.768,0.87,0.972,0.87,0.094,0.096,3840.0,2160.0,1.39,0.6459999999999999,3.4760000000000004,0.23399999999999999
HDR_2160P-51ea,HDR,2160,141,4.106,3.9819999999999998,4.0280000000000005,3.938,0.59,0.7020000000000001,0.691,0.517,0.145,0.094,0,3840.0,2160.0,0.564,0.48700000000000004,8.671,0.568
HDR_2160P-5275,HDR,2160,126,4.206,4.24,4.274,4.099,0.628,0.742,0.669,0.695,0.0,0.094,[NULL],3840.0,2160.0,2.73,0.128,0.768,0.616
HDR_2160P-5926,HDR,2160,113,4.386,4.6339999999999995,4.297,4.402,0.622,0.496,0.8029999999999999,0.657,0.01,0.094,0.125,3840.0,2160.0,2.565,0.682,17.01,0.5539999999999999
HDR_2160P-5c86,HDR,2160,150,4.388,4.531000000000001,4.468999999999999,4.593,0.5770000000000001,0.449,0.562,0.415,0.023,0.096,0.113,3840.0,2160.0,0.6459999999999999,0.14800000000000002,1.157,0.154
HDR_2160P-5cdf,HDR,2160,113,4.296,4.364,4.399,4.3069999999999995,0.601,0.515,0.467,0.568,0.0,0.7040000000000001,0,3840.0,2160.0,0.187,0.16,0.149,0.095
HDR_2160P-5e25,HDR,2160,132,4.209,4.086,4.2,4.213,0.638,0.7090000000000001,0.5479999999999999,0.624,0.028999999999999998,0.094,0.021,3840.0,2160.0,1.024,0.305,1.305,0.265
HDR_2160P-664d,HDR,2160,123,3.753,3.733,3.391,3.017,0.6509999999999999,0.649,0.713,0.742,0.022000000000000002,0.094,0.146,3840.0,2160.0,0.483,0.639,0.8340000000000001,0.301
HDR_2160P-6c6e,HDR,2160,119,4.566,4.689,4.7219999999999995,4.707,0.457,0.40700000000000003,0.365,0.401,0.032,0.094,0,3840.0,2160.0,0.479,0.309,8.055,0.622
HDR_2160P-6ed1,HDR,2160,109,3.7239999999999998,3.74,3.907,3.969,0.7929999999999999,0.767,0.743,0.752,0.314,0.094,0.19,3840.0,2160.0,0.953,0.426,7.153,0.244
HDR_2160P-6eeb,HDR,2160,129,4.402,4.341,4.379,4.428999999999999,0.5660000000000001,0.607,0.625,0.512,0.12300000000000001,0.094,0.14,4096.0,2160.0,0.51,0.401,0.047,0.18100000000000002
HDR_2160P-6fa4,HDR,2160,146,4.266,4.35,4.2669999999999995,4.38,0.621,0.613,0.688,0.54,0.0,0.094,0,3840.0,2160.0,0.643,0.49,8.117,0.608
HDR_2160P-6fab,HDR,2160,110,3.443,3.4960000000000004,3.455,3.3710000000000004,0.764,0.716,0.7759999999999999,0.852,0.9279999999999999,0.094,0.146,3840.0,2160.0,1.9280000000000002,0.7559999999999999,1.4809999999999999,0.34
HDR_2160P-70ca,HDR,2160,122,3.905,4.0569999999999995,3.95,3.752,0.741,0.643,0.772,0.715,0.23600000000000002,0.094,0,3840.0,2160.0,1.56,0.493,4.143,0.239
HowTo_1080P-0267,HowTo,1080,144,4.234,4.143,4.194,4.275,0.56,0.6729999999999999,0.616,0.601,0.034,0.095,[NULL],1920.0,1080.0,1.003,0.091,4.083,0.07400000000000001
HowTo_1080P-03fd,HowTo,1080,121,3.517,3.44,3.41,3.4410000000000003,0.46799999999999997,0.483,0.478,0.526,0.055999999999999994,0.1,0,1920.0,1080.0,0.149,0.33299999999999996,0.12,0.065
HowTo_1080P-13aa,HowTo,1080,126,4.336,4.435,4.303999999999999,3.977,0.48100000000000004,0.436,0.455,0.491,0.18,0.094,0.13,1920.0,1080.0,1.2770000000000001,0.295,1.074,0.185
HowTo_1080P-1f3b,HowTo,1080,152,4.185,4.39,4.346,4.323,0.574,0.46,0.49,0.48100000000000004,0.109,0.094,0,1920.0,1080.0,1.097,0.026000000000000002,1.252,0.607
HowTo_1080P-2b64,HowTo,1080,147,4.221,4.136,4.055,4.169,0.511,0.575,0.508,0.581,,,,,,,,,
HowTo_1080P-36a9,HowTo,1080,116,4.427,4.208,4.16,4.14,0.445,0.626,0.645,0.569,0.162,0.098,0.112,1920.0,1080.0,1.7309999999999999,0.20199999999999999,8.965,0.401
HowTo_1080P-4d7b,HowTo,1080,113,4.199,3.897,4.308,4.397,0.40700000000000003,0.517,0.517,0.483,0.01,0.094,0,1920.0,1080.0,2.6439999999999997,0.276,10.259,0.17800000000000002
HowTo_1080P-52bb,HowTo,1080,130,4.272,4.515,4.438,4.255,0.55,0.43,0.483,0.555,0.0,0.094,0,1920.0,1080.0,2.536,0.032,1.712,1.298
HowTo_1080P-55d1,HowTo,1080,133,4.102,3.988,3.95,3.947,0.593,0.517,0.461,0.526,0.028999999999999998,0.094,0.172,1920.0,1080.0,1.185,0.268,0.419,0.075
HowTo_1080P-63b4,HowTo,1080,140,4.2860000000000005,4.301,4.354,4.167,0.474,0.47600000000000003,0.44299999999999995,0.375,0.21600000000000003,0.094,0,1920.0,1080.0,0.8340000000000001,0.125,0.185,0.363
HowTo_1080P-63e4,HowTo,1080,139,3.948,4.218999999999999,4.007,3.915,0.47700000000000004,0.612,0.473,0.55,0.013000000000000001,0.094,0,1920.0,1080.0,2.211,0.07200000000000001,5.834,0.134
HowTo_1080P-63ec,HowTo,1080,133,4.229,4.166,4.487,4.218999999999999,0.5579999999999999,0.654,0.48,0.583,0.05,0.318,0,1920.0,1080.0,1.6640000000000001,0.155,8.642999999999999,0.135
HowTo_1080P-64f7,HowTo,1080,151,4.454,4.168,4.405,4.4639999999999995,0.46799999999999997,0.622,0.475,0.517,0.0,0.094,0.197,1920.0,1080.0,1.102,0.15,4.592,0.111
HowTo_1080P-6cbf,HowTo,1080,131,1.915,1.8559999999999999,1.848,1.649,0.8009999999999999,0.691,0.667,0.589,0.473,0.105,0,1920.0,1080.0,0.67,0.253,8.334,0.48100000000000004
HowTo_1080P-7399,HowTo,1080,151,4.194,4.066,4.188,4.183,0.608,0.521,0.607,0.6759999999999999,0.998,0.094,0.147,1920.0,1080.0,0.616,0.006,0.052000000000000005,0.087
HowTo_1080P-763c,HowTo,1080,126,3.957,3.8169999999999997,3.972,4.387,0.465,0.498,0.513,0.509,0.205,0.102,0.119,1920.0,1080.0,1.426,0.134,4.263999999999999,0.02
HowTo_1080P-7cf2,HowTo,1080,117,3.717,3.656,3.8369999999999997,3.529,0.493,0.573,0.613,0.603,0.095,0.095,0.111,1920.0,1080.0,0.614,0.6409999999999999,2.101,0.062
HowTo_1080P-7f18,HowTo,1080,133,3.718,3.7430000000000003,3.918,3.6210000000000004,0.499,0.539,0.7390000000000001,0.76,0.0,0.133,0,1920.0,1080.0,0.924,0.011000000000000001,0.272,0.037000000000000005
HowTo_1080P-7f4c,HowTo,1080,132,4.092,4.098,3.971,4.066,0.579,0.642,0.5720000000000001,0.721,0.0,0.094,0,1920.0,1080.0,0.085,0.013999999999999999,0.028999999999999998,0.036000000000000004
HowTo_360P-041c,HowTo,360,122,3.214,2.906,2.8560000000000003,2.969,0.511,0.607,0.555,0.614,0.09,0.094,0,640.0,360.0,1.1740000000000002,0.046,0.331,0.44799999999999995
HowTo_360P-0562,HowTo,360,126,3.261,3.27,3.225,3.168,0.49200000000000005,0.479,0.495,0.494,0.045,0.099,0.182,640.0,360.0,1.861,0.059000000000000004,0.823,0.39799999999999996
HowTo_360P-06be,HowTo,360,122,3.6010000000000004,3.475,3.4760000000000004,3.451,0.452,0.474,0.456,0.45,0.08199999999999999,0.13,0.12,640.0,360.0,1.604,0.043,0.47100000000000003,0.067
HowTo_360P-09f8,HowTo,360,110,2.951,2.7569999999999997,2.7110000000000003,2.721,0.602,0.637,0.569,0.531,0.0,0.102,0,640.0,360.0,0.98,0.228,13.48,0.589
